ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt6c;ko_KArt7;ko_KArt8
PP10A;24;0,02;0,01;0,01;0,00;1,54;0,00;0,00;0,00;0,00;0,01;0,00;0,02;0,20;0,65
PP10A;25;0,00;1,36;0,03;0,00;3,57;0,00;0,01;0,00;0,00;0,09;0,01;0,18;0,41;1,52
PP10A;26;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01
PP10A;7;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10A;8;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,01;0,00;0,04;0,04
PP10A;9;0,17;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,01;0,00;0,04;0,09;0,11
PP10A;10;0,11;0,00;0,00;0,00;0,00;0,58;0,00;0,00;0,00;0,56;0,04;0,73;0,12;0,41
PP10A;11;0,49;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00;0,04;0,00;0,00;0,12;0,22
PP10A;12;0,05;0,00;0,00;0,00;0,00;1,40;0,00;0,00;0,00;0,01;0,00;0,39;0,10;0,37
PP10A;13;0,19;0,01;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,02;0,00;0,00;0,06;0,10
PP10B;21;37,54;55,23;7,83;3,53;5,18;4,26;1,38;0,06;0,00;1,42;0,01;0,04;15,56;61,28
PP10B;22;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP10B;23;13,15;10,10;8,52;0,48;0,41;0,14;0,09;0,00;0,00;0,12;0,01;0,00;0,00;0,00
PP10B;24;0,01;0,00;0,00;0,00;1,85;0,00;0,00;0,00;0,00;0,02;0,00;0,05;0,14;0,91
PP10B;25;0,00;1,02;0,02;0,00;4,01;0,02;0,01;0,00;0,00;0,11;0,03;0,11;0,47;1,75
PP10B;26;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
PP10B;8;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,03;0,02
PP10B;9;0,11;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,02;0,00;0,00;0,06;0,07
PP10B;10;0,09;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,31;0,03;0,48;0,06;0,16
PP10B;11;0,43;0,00;0,00;0,00;0,00;0,47;0,00;0,00;0,00;0,04;0,00;0,00;0,10;0,19
PP10B;12;0,04;0,00;0,00;0,00;0,00;0,88;0,00;0,00;0,00;0,01;0,00;0,28;0,04;0,18
PP10B;13;0,22;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,02;0,00;0,00;0,04;0,09
PP14Z;21;26,97;55,76;10,07;2,53;3,85;1,72;1,36;0,06;0,00;0,78;0,02;0,29;14,94;64,15
PP14Z;22;0,51;1,58;0,21;0,15;0,07;0,01;0,03;0,00;0,00;0,03;0,00;0,02;0,41;1,58
PP14Z;23;10,62;8,42;7,41;0,76;0,31;0,00;0,08;0,00;0,00;0,06;0,00;0,00;0,00;0,02
PP14Z;24;0,01;0,00;0,00;0,00;1,65;0,00;0,00;0,00;0,00;0,02;0,01;0,01;0,06;0,76
PP14Z;25;0,02;0,13;0,04;0,01;4,26;0,35;0,03;0,00;0,00;0,24;0,01;0,04;0,21;2,17
PP14Z;26;0,03;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,44;0,00;0,00
PP14Z;8;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,02;0,01;0,01
PP14Z;9;0,22;0,00;0,00;0,00;0,00;0,21;0,01;0,00;0,00;0,02;0,01;0,07;0,06;0,16
PP14Z;10;0,04;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,26;0,06;0,44;0,05;0,26
PP14Z;11;0,38;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,02;0,00;0,11;0,05;0,14
PP14Z;12;0,03;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,04;0,01;0,07
PP14Z;13;0,16;0,21;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,13
TA02Z;21;28,73;43,70;7,90;7,05;4,18;1,06;1,41;0,11;0,00;1,60;0,01;0,03;17,34;56,76
TA02Z;22;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02
TA02Z;23;6,76;8,87;4,80;1,87;0,52;0,00;0,12;0,03;0,00;0,44;0,00;0,01;0,00;0,00
TA02Z;24;0,00;0,07;0,02;0,00;0,97;0,00;0,00;0,00;0,00;0,01;0,03;0,03;0,10;0,41
TA02Z;25;0,12;0,76;0,08;0,18;6,96;0,26;0,03;0,00;0,00;0,35;0,00;0,03;0,77;3,24
TA02Z;26;0,07;0,14;0,00;0,00;0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,04;0,03
TA02Z;9;0,11;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,01;0,00;0,10;0,03;0,06
TA02Z;10;0,18;0,00;0,00;0,00;0,00;0,79;0,00;0,00;0,00;0,66;0,01;0,72;0,11;0,32
TA02Z;11;0,09;0,04;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,02;0,00;0,29;0,02;0,08
TA02Z;12;0,03;0,01;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,03;0,01;0,03
TA02Z;13;0,24;0,37;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,02;0,00;0,00;0,03;0,26
TA15Z;21;27,80;45,22;9,20;5,45;5,39;4,00;2,10;0,11;0,00;2,39;0,23;0,16;13,58;53,40
TA15Z;22;0,01;0,03;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
TA15Z;23;4,03;6,21;3,40;1,61;0,40;0,00;0,02;0,02;0,00;0,05;0,00;0,01;0,00;0,01
TA15Z;24;0,00;0,02;0,01;0,00;1,78;0,00;0,00;0,00;0,00;0,02;0,00;0,14;0,13;0,67
TA15Z;25;0,01;0,34;0,01;0,01;10,39;0,18;0,01;0,00;0,00;0,33;0,00;0,05;0,55;3,34
TA15Z;26;0,01;0,00;0,00;0,00;0,04;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA15Z;7;0,03;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,03
TA15Z;8;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,01
TA15Z;9;0,68;0,00;0,00;0,00;0,00;0,70;0,04;0,00;0,00;0,44;0,25;0,64;0,28;0,49
TA15Z;10;0,14;0,00;0,00;0,00;0,00;0,74;0,00;0,00;0,00;0,72;0,02;1,45;0,17;0,28
TA15Z;11;0,32;0,01;0,00;0,00;0,00;0,72;0,00;0,00;0,00;0,04;0,00;0,18;0,07;0,27
TA15Z;12;0,01;0,00;0,00;0,00;0,00;0,43;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,12
TA15Z;13;0,31;0,17;0,00;0,00;0,00;0,23;0,00;0,00;0,00;0,02;0,00;0,00;0,05;0,22
TA19Z;21;26,12;41,20;8,44;5,88;5,31;2,66;1,56;0,20;0,00;1,84;0,08;0,14;15,99;55,17
TA19Z;22;0,04;0,03;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,05
TA19Z;23;4,84;6,31;4,87;1,48;0,57;0,00;0,06;0,02;0,00;0,08;0,00;0,01;0,00;0,01
TA19Z;24;0,00;0,01;0,00;0,00;1,77;0,00;0,00;0,00;0,00;0,02;0,01;0,06;0,12;0,68
TA19Z;25;0,02;0,41;0,05;0,03;8,93;0,18;0,02;0,00;0,00;0,28;0,00;0,19;0,51;3,18
TA19Z;26;0,06;0,03;0,02;0,04;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,05
TA19Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA19Z;9;0,20;0,00;0,00;0,00;0,00;0,21;0,01;0,00;0,00;0,07;0,02;0,37;0,10;0,14
TA19Z;10;0,05;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,36;0,01;0,71;0,08;0,18
TA19Z;11;0,23;0,01;0,00;0,00;0,00;0,40;0,00;0,00;0,00;0,03;0,00;0,12;0,08;0,18
TA19Z;12;0,07;0,01;0,00;0,00;0,00;0,55;0,00;0,00;0,00;0,01;0,00;0,02;0,01;0,17
TA19Z;13;0,22;0,27;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,02;0,00;0,00;0,03;0,19
TA20Z;21;26,48;34,56;8,87;5,88;6,08;2,53;1,13;0,10;0,00;1,33;0,03;0,08;11,54;51,62
TA20Z;22;0,04;0,03;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
TA20Z;23;7,47;7,33;7,12;1,76;0,74;0,00;0,07;0,01;0,00;0,11;0,00;0,04;0,00;0,02
TA20Z;24;0,00;0,03;0,01;0,00;1,09;0,00;0,00;0,00;0,00;0,01;0,02;0,06;0,08;0,43
TA20Z;25;0,05;0,54;0,08;0,04;7,78;0,15;0,02;0,00;0,00;0,28;0,00;0,27;0,49;3,01
TA20Z;26;0,14;0,02;0,03;0,13;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,11
TA20Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TA20Z;9;0,11;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,02;0,00;0,27;0,05;0,07
TA20Z;10;0,04;0,00;0,00;0,00;0,00;0,34;0,00;0,00;0,00;0,34;0,02;0,59;0,06;0,18
TA20Z;11;0,20;0,02;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,02;0,00;0,07;0,05;0,13
TA20Z;12;0,12;0,02;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,00;0,00;0,04;0,02;0,08
TA20Z;13;0,16;0,23;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,13
TK04Z;21;36,22;59,99;23,98;9,47;7,61;3,12;0,69;0,01;0,00;1,62;0,02;0,20;17,35;66,75
TK04Z;22;0,41;0,47;0,22;0,04;0,07;0,01;0,01;0,00;0,00;0,02;0,00;0,01;0,09;0,52
TK04Z;23;10,43;22,98;13,35;1,88;0,59;0,00;0,03;0,01;0,00;0,08;0,00;0,01;0,00;0,05
TK04Z;24;0,00;0,04;0,00;0,00;0,56;0,00;0,00;0,00;0,00;0,01;0,00;0,08;0,03;0,18
TK04Z;25;0,01;2,76;0,01;0,45;8,22;0,34;0,01;0,00;0,00;0,18;0,00;0,16;0,54;3,34
TK04Z;26;0,09;0,15;0,07;0,03;0,38;0,00;0,00;0,00;0,00;0,01;0,00;0,02;0,06;0,17
TK04Z;9;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,06;0,01;0,01
TK04Z;10;0,03;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,13;0,00;0,20;0,03;0,06
TK04Z;11;0,10;0,00;0,00;0,00;0,00;0,27;0,00;0,00;0,00;0,02;0,00;0,03;0,03;0,10
TK04Z;12;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,01
TK04Z;13;0,17;0,09;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,07
TK14Z;21;38,52;66,57;25,50;10,35;9,35;3,81;0,85;0,04;0,00;1,66;0,02;0,21;19,26;69,96
TK14Z;22;0,74;1,11;0,46;0,18;0,07;0,01;0,02;0,00;0,00;0,02;0,00;0,01;0,23;1,02
TK14Z;23;9,62;25,21;13,04;2,49;0,83;0,00;0,06;0,05;0,00;0,19;0,00;0,02;0,00;0,04
TK14Z;24;0,00;0,09;0,00;0,00;0,57;0,00;0,00;0,00;0,00;0,02;0,00;0,06;0,04;0,24
TK14Z;25;0,07;2,22;0,05;0,48;8,59;0,33;0,01;0,00;0,00;0,18;0,00;0,43;0,58;3,31
TK14Z;26;0,25;0,40;0,20;0,08;0,51;0,00;0,00;0,00;0,00;0,00;0,00;0,07;0,13;0,36
TK14Z;9;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,04;0,01;0,01
TK14Z;10;0,02;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;0,10;0,00;0,19;0,02;0,05
TK14Z;11;0,13;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,02;0,00;0,07;0,03;0,11
TK14Z;12;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00
TK14Z;13;0,08;0,04;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
TP20Z;21;26,48;34,56;8,87;5,88;6,08;2,53;1,13;0,10;0,00;1,33;0,03;0,08;11,54;51,62
TP20Z;22;0,04;0,03;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
TP20Z;23;7,47;7,33;7,12;1,76;0,74;0,00;0,07;0,01;0,00;0,11;0,00;0,04;0,00;0,02
TP20Z;24;0,00;0,03;0,01;0,00;1,09;0,00;0,00;0,00;0,00;0,01;0,02;0,06;0,08;0,43
TP20Z;25;0,05;0,54;0,08;0,04;7,78;0,15;0,02;0,00;0,00;0,28;0,00;0,27;0,49;3,01
TP20Z;26;0,14;0,02;0,03;0,13;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,11
TP20Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TP20Z;9;0,11;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,02;0,00;0,27;0,05;0,07
TP20Z;10;0,04;0,00;0,00;0,00;0,00;0,34;0,00;0,00;0,00;0,34;0,02;0,59;0,06;0,18
TP20Z;11;0,20;0,02;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,02;0,00;0,07;0,05;0,13
TP20Z;12;0,12;0,02;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,00;0,00;0,04;0,02;0,08
TP20Z;13;0,16;0,23;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,13
