IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
05 ;F67B;2550;0,1318;0,042;0,0235;0,8027;0;0,3255;0,6745;0;0;0;0;0,0004;0,0004;0,0035;0,0027;0,0086;0,0141;0,0455;0,0369;0,0459;0,0592;0,2227;0,1635;0,3965;0,0557;0,8609;0,0834;1;14;6,7;0,727;0,001;3,4;2042,17;924,49
05 ;F67C;153;0,7843;0,1111;0,1046;0;0;0,6013;0,3987;0;0;0,0327;0,0654;0,0654;0,0915;0,7451;0;0;0;0;0;0;0;0;0;0;0,198;0,7574;0,0446;1;9;3,7;0,594;0,0001;1,9;1667,93;686,9
05 ;F67D;31703;0,7294;0,1864;0,0842;0;0;0,3038;0,6962;0;0;0;0;0;0;0;0,0018;0,0122;0,0226;0,0718;0,0636;0,0745;0,0939;0,2423;0,1607;0,2566;0,189;0,7622;0,0488;1;10;4,5;0,485;0,0121;2;1361,5;523,68
05 ;F68A;212;0,3443;0,1321;0,184;0,217;0,1226;0,4764;0,5236;0;0;0,7264;0,1557;0,1179;0;0;0;0;0;0;0;0;0;0;0;0;0,3919;0,5394;0,0687;1;13;5,1;0,97;0,0001;3,6;2724,25;1668,85
05 ;F68B;139;0,4029;0,2158;0,1367;0,1511;0,0935;0,5683;0,4317;0;0;0;0;0;0,0935;0,1655;0,0432;0,223;0,1295;0,1151;0,0432;0,0432;0,0072;0,0647;0,0288;0,0432;0,5518;0,3894;0,0588;1;9;3,9;0,685;0,0001;2,2;1923,82;1021,56
05 ;F69A;1316;0;0;0;0,6201;0,3799;0,4825;0,5175;0;0;0;0;0;0;0;0,0008;0,0053;0,0114;0,0426;0,022;0,0334;0,0585;0,2318;0,1854;0,4088;0,1245;0,8108;0,0647;3;22;11,2;1,297;0,0005;4,8;3642,41;1678,19
05 ;F69B;1685;0,5288;0,1964;0,2748;0;0;0,4819;0,5181;0;0;0,003;0,0006;0,0006;0,0006;0,0012;0,0012;0,0142;0,0136;0,0237;0,0309;0,0392;0,0522;0,1786;0,2065;0,4338;0,1933;0,7352;0,0716;1;12;5,4;0,595;0,0006;2,8;1671,49;742,22
05 ;F70A;150;0;0;0;0;1;0,5733;0,4267;0;0;0;0;0;0;0;0;0,0067;0,0067;0,0133;0,02;0,0333;0,0267;0,2333;0,1467;0,5133;0,2534;0,6787;0,0679;3;26;12,7;1,913;0,0001;6,2;5371,77;2962,05
05 ;F70B;1956;0,432;0,2157;0,1692;0,183;0;0,6472;0,3528;0;0;0,0015;0,0005;0,001;0,001;0,0107;0,0056;0,0414;0,0332;0,0619;0,0491;0,07;0,0716;0,2306;0,1682;0,2536;0,3454;0,5936;0,061;1;12;5,5;0,701;0,0007;2,9;1968,67;1052,47
05 ;F71A;1219;0,1181;0,0394;0,023;0,0049;0,8146;0,4438;0,5562;0;0;0,0008;0;0;0;0,0008;0,0016;0,0123;0,0107;0,0271;0,0271;0,0369;0,064;0,2051;0,1977;0,4159;0,203;0,7299;0,0671;2;20;9,2;1,222;0,0005;4,8;3431,34;1653,19
05 ;F71B;32038;0,6085;0,2027;0,108;0,0808;0;0,4591;0,5409;0;0;0,0016;0,0007;0,0015;0,0017;0,0054;0,0034;0,0231;0,0247;0,0551;0,0483;0,0653;0,0897;0,281;0,1774;0,221;0,2937;0,6489;0,0574;1;10;4,3;0,508;0,0122;2,2;1427,77;627,26
05 ;F72A;166;0;0;0;0;1;0,5783;0,4217;0;0;0;0;0;0;0;0;0;0;0,012;0,0361;0,0181;0,0241;0,2349;0,1988;0,4759;0,122;0,8098;0,0683;2;20;9,2;1,02;0,0001;4,9;2864,57;1344,73
05 ;F72B;7153;0,5789;0,2337;0,109;0,0783;0;0,5451;0,4549;0;0;0;0;0;0;0,0001;0,0003;0,0075;0,018;0,0672;0,0712;0,0821;0,0955;0,247;0,1657;0,2454;0,3589;0,5927;0,0484;1;9;4;0,48;0,0027;1,9;1347,69;546,56
05 ;F73Z;21392;0,6552;0,177;0,0978;0,064;0,006;0,4444;0,5556;0;0;0,0003;0,0014;0,0032;0,0101;0,0526;0,0251;0,0572;0,0372;0,0639;0,0467;0,0512;0,0596;0,1789;0,1435;0,2692;0,2572;0,6899;0,0529;1;10;4,4;0,525;0,0082;2,1;1474,65;577,38
05 ;F74Z;9026;0,7744;0,1384;0,0592;0,0265;0,0016;0,527;0,473;0;0;0,0006;0,0003;0,0011;0,0049;0,0247;0,0127;0,0489;0,0691;0,1434;0,0941;0,0914;0,0814;0,1766;0,1008;0,15;0,5754;0,3919;0,0327;1;7;3,2;0,417;0,0034;1,3;1169,82;411,35
05 ;F75A;890;0;0;0;0;1;0,5764;0,4225;0,0011;0;0,0067;0,0034;0,0022;0,0045;0,0045;0,0034;0,0303;0,0292;0,0708;0,0697;0,0775;0,0809;0,2562;0,1685;0,1921;0,1213;0,7939;0,0847;3;27;13;1,844;0,0003;6,3;5178,51;2616,05
05 ;F75B;122;0,3361;0,1311;0,1885;0,3443;0;0,541;0,459;0;0;0,3197;0,2131;0,2787;0,1885;0;0;0;0;0;0;0;0;0;0;0;0,233;0,6932;0,0739;1;17;6;1,26;0;4,8;3538,08;2741,84
05 ;F75C;159;0,6038;0,1761;0,0881;0,1321;0;0,7107;0,2893;0;0;0;0;0;0;0,4906;0,5094;0;0;0;0;0;0;0;0;0;0,1256;0,799;0,0754;1;12;5,1;0,989;0,0001;2,8;2777,94;1628,83
05 ;F75D;5942;0,4177;0,2016;0,1829;0,1977;0;0,5749;0,4251;0;0;0;0;0;0;0;0;0,0835;0,0693;0,1128;0,0766;0,0825;0,0934;0,2159;0,1242;0,1419;0,1904;0,7342;0,0754;1;13;5,6;0,763;0,0023;3,3;2143,02;1093,37
05 ;F77Z;669;0,003;0,006;0,1001;0,4753;0,4155;0,4783;0,5217;0;0;0,006;0;0;0;0;0;0,003;0,0075;0,0075;0,012;0,0209;0,0404;0,1973;0,1943;0,5112;0;0,9065;0,0935;;25;13,3;1,436;0,0003;5,4;4032,67;1856,66
05 ;F95A;574;0,5418;0,0923;0,101;0,1725;0,0923;0,554;0,4443;0,0017;0;0,0087;0,0331;0,1446;0,0784;0,0836;0,0174;0,0035;0;0,0052;0,007;0,0192;0,0383;0,2422;0,1655;0,1533;0,0566;0,8331;0,1103;1;9;4;2,899;0,0002;2,2;8141,51;1947,3
05 ;F95B;549;0,8051;0,0638;0,0528;0,0656;0,0128;0,4554;0,5446;0;0;0;0;0;0;0;0;0,0783;0,1384;0,2732;0,1658;0,0965;0,0893;0,1257;0,0255;0,0073;0,2564;0,7038;0,0397;1;6;2,7;2,228;0,0002;1;6256,74;1678,85
05 ;F98A;299;0,1003;0,0334;0,087;0,1639;0,6154;0,5284;0,4716;0;0;0;0;0;0;0,0134;0;0,0033;0;0;0,0033;0,0067;0,0201;0,1171;0,2676;0,5686;0,082;0,8169;0,1011;5;33;17,7;11,598;0,0001;7,1;32571,48;4871,59
05 ;F98B;1614;0,1307;0,0428;0,1059;0,2162;0,5043;0,4597;0,5403;0;0;0;0;0;0;0;0,0006;0,0019;0,0019;0,0012;0,0012;0,0056;0,0074;0,1245;0,2032;0,6524;0,0776;0,8406;0,0818;4;28;14,6;10,384;0,0006;6;29160,96;4467,14
05 ;F98C;513;0,0877;0,0351;0,0702;0,2105;0,5965;0,5906;0,4094;0;0;0;0;0;0;0;0;0;0,0058;0,0195;0,0156;0,0156;0,0468;0,2807;0,2183;0,3977;0,0291;0,8769;0,094;3;27;11,9;9,974;0,0002;6,9;28009,37;6422,61
06 ;G01Z;53;0,0566;0,0377;0,0943;0,1698;0,6415;0,3962;0,6038;0;0;0,0943;0;0;0;0;0;0;0,0377;0,0943;0,1132;0,0943;0,1321;0,3396;0,0566;0,0377;0;0,8154;0,1846;7;42;24,2;6,804;0;10,4;19107,42;8021,09
06 ;G02A;1434;0,0153;0,0126;0,0146;0,1234;0,834;0,5195;0,4805;0;0;0,0544;0,0195;0,0007;0;0,0042;0,0014;0,0349;0,0488;0,0983;0,053;0,0697;0,0872;0,2252;0,1192;0,1834;0,0783;0,7967;0,125;6;38;20;4,796;0,0005;8,6;13469,04;6019,41
06 ;G02B;2747;0,1129;0,0859;0,1012;0,2202;0,4798;0,5126;0,4874;0;0;0,0022;0;0;0,0007;0,0011;0,0004;0,0124;0,0182;0,0721;0,0677;0,0837;0,1081;0,2887;0,1562;0,1886;0,015;0,8793;0,1056;4;30;16;3,505;0,001;6,6;9842,26;3773,58
06 ;G03A;590;0,1169;0,0475;0,0949;0,1983;0,5424;0,8407;0,1593;0;0;0;0;0;0;0;0;0,0051;0,0169;0,1136;0,1085;0,1576;0,2;0,2932;0,0881;0,0169;0,006;0,8793;0,1148;6;34;20,1;6,581;0,0002;6,5;18480,18;4417,69
06 ;G03B;95;0,0526;0,0737;0,0316;0,2211;0,6211;0,6526;0,3474;0;0;0;0;0,0105;0,0105;0;0;0,0105;0,0316;0,1789;0,0737;0,1263;0,1579;0,2421;0,0737;0,0842;0;0,8879;0,1121;5;34;19,3;5,409;0;6,9;15190,45;4444,76
