IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
07 ;H12A;654;0,0122;0,0138;0,0122;0,0535;0,9083;0,6055;0,3945;0;0;0,0046;0;0;0,0015;0,0015;0,0015;0,0153;0,0168;0,0994;0,0948;0,1009;0,1086;0,2783;0,1498;0,1269;0,0656;0,8094;0,125;6;39;20,7;3,366;0,0002;8,5;9452,49;4626,91
07 ;H12B;873;0,3345;0,1512;0,1718;0,3425;0;0,4765;0,5235;0;0;0;0,0011;0,0034;0;0;0,0034;0,0298;0,0355;0,1008;0,1111;0,1019;0,1157;0,307;0,1145;0,0756;0,2405;0,6752;0,0843;2;21;9,5;1,417;0,0003;5,5;3980,73;1896,2
07 ;H15Z;80;0,1125;0,125;0,2;0,35;0,2125;0,5375;0,4625;0;0;0;0;0;0;0;0;0;0;0,025;0,1125;0,025;0,225;0,4125;0,1;0,1;0,0326;0,8696;0,0978;6;40;22,2;3,825;0;10,6;10742,69;4244,5
07 ;H16Z;514;0,2315;0,3171;0,2121;0,2082;0,0311;0,5856;0,4144;0;0;0;0;0;0;0;0,0039;0;0,0136;0,0934;0,0661;0,1148;0,1809;0,3774;0,0914;0,0584;0,0017;0,8862;0,1121;1;9;3,7;1,212;0,0002;2,1;3404,07;2790,32
07 ;H33Z;199;0,005;0,005;0,0151;0,1357;0,8392;0,6231;0,3769;0;0;0;0;0;0;0;0;0,005;0,0352;0,0854;0,0754;0,1005;0,1508;0,3065;0,191;0,0503;0,0159;0,7928;0,1912;9;48;29,6;8,776;0,0001;10,8;24644,79;8708,75
07 ;H36A;163;0;0;0,0061;0,0061;0,9877;0,6564;0,3436;0;0;0,0184;0,0061;0;0;0;0;0,0061;0,0061;0,0982;0,1288;0,0552;0,1288;0,2209;0,1595;0,1718;0,0123;0,668;0,3197;11;53;35,3;14,818;0,0001;13,5;41614,41;13824,65
07 ;H36B;164;0;0;0;0,0061;0,9939;0,6159;0,3841;0;0;0,0061;0;0;0;0;0;0,0061;0,0244;0,1037;0,0915;0,0671;0,0671;0,2561;0,1646;0,2134;0,0516;0,77;0,1784;9;47;28,9;9,393;0,0001;10,1;26377,27;8286,11
07 ;H38Z;72;0;0;0;0,0972;0,9028;0,625;0,375;0;0;0,0139;0,0139;0,0278;0;0;0;0,0139;0,0139;0,0556;0,125;0,1806;0,0972;0,3056;0,0972;0,0556;0,2018;0,6606;0,1376;7;43;25,3;8,591;0;9,3;24127,03;9295,27
07 ;H40A;171;0;0;0;0;1;0,6959;0,3041;0;0;0;0;0;0;0;0;0;0,0468;0,1287;0,0994;0,2047;0,152;0,2281;0,0877;0,0526;0,1244;0,788;0,0876;4;28;13,7;2,501;0,0001;6,5;7023,41;3277,12
07 ;H40B;533;0;0,0507;0,3959;0,5535;0;0,6923;0,3077;0;0;0;0,0019;0;0;0;0;0,0131;0,0356;0,1557;0,1445;0,1614;0,1313;0,2083;0,0732;0,075;0,1211;0,7967;0,0822;2;15;7,9;1,316;0,0002;3,3;3694,48;1667,52
07 ;H41A;1106;0,0289;0,0244;0,0425;0,0886;0,8156;0,5533;0,4467;0;0;0;0;0,0009;0;0,0036;0;0,0099;0,009;0,0642;0,0407;0,0723;0,0886;0,2758;0,1655;0,2694;0,0615;0,8297;0,1088;5;33;17,6;2,828;0,0004;7,4;7940,61;3636,05
07 ;H41B;2618;0,0539;0,0336;0,0455;0,8667;0,0004;0,5401;0,4599;0;0;0,0027;0,0011;0,0023;0,0031;0,0084;0,0008;0,0115;0,0229;0,081;0,0668;0,0817;0,0821;0,2387;0,1509;0,246;0,1295;0,7957;0,0748;2;22;10,4;1,537;0,001;5,4;4316,48;1907,43
07 ;H41C;11449;0,594;0,1946;0,1768;0,0308;0,0038;0,4603;0,5397;0;0;0;0;0;0;0;0,0015;0,0299;0,0386;0,0917;0,0687;0,0721;0,0911;0,2366;0,1455;0,2243;0,1944;0,7347;0,0709;1;13;5,4;0,812;0,0044;3,1;2280,75;911,93
07 ;H44Z;231;0,1602;0,0952;0,2121;0,3723;0,1602;0,3983;0,6017;0;0;0;0;0;0;0;0;0;0;0;0,0087;0,013;0,0433;0,2381;0,2511;0,4459;0;0,8885;0,1115;;35;22,3;2,001;0,0001;5,9;5618,43;1444,58
07 ;H60Z;1428;0;0;0;0;1;0,673;0,327;0;0;0;0;0;0;0;0,0007;0,0021;0,0259;0,1218;0,1099;0,1415;0,1555;0,2528;0,098;0,0917;0,1398;0,7769;0,0832;4;28;14,1;1,815;0,0005;6,6;5096,42;2496,15
07 ;H61A;1245;0;0,0088;0,0313;0,0956;0,8643;0,6305;0,3695;0;0;0,0008;0;0;0;0,0008;0;0,0008;0,004;0,0418;0,0506;0,0755;0,1301;0,3365;0,1831;0,1759;0,1764;0,7446;0,0789;3;24;11,7;1,446;0,0005;5,9;4061,73;2045,41
07 ;H61B;7747;0,2038;0,2314;0,232;0,3284;0,0044;0,5468;0,4532;0;0;0,001;0,0027;0,0015;0,0021;0,0004;0,0001;0,0018;0,0094;0,0497;0,0612;0,0941;0,1332;0,357;0,1581;0,1275;0,348;0,574;0,0779;1;12;5;0,652;0,003;3,2;1832,02;971,69
07 ;H62A;106;0,7642;0,1226;0,0755;0,0189;0,0189;0,3962;0,6038;0;0;0,0094;0,0377;0,1415;0,1981;0,6132;0;0;0;0;0;0;0;0;0;0;0,093;0,8217;0,0853;1;10;4,6;0,681;0;2,3;1913,71;849,52
07 ;H62B;13880;0,3752;0,1767;0,1936;0,2447;0,0098;0,6375;0,3625;0;0;0,0001;0,0001;0,0001;0,0002;0,0003;0,0045;0,0419;0,0751;0,1707;0,1255;0,1234;0,121;0,1865;0,072;0,0785;0,1017;0,8245;0,0738;1;16;7,2;0,842;0,0053;3,9;2363,77;1199,8
07 ;H62C;851;0,5323;0,2056;0,1645;0,0881;0,0094;0,6357;0,3643;0;0;0,0059;0,0024;0,0047;0,0082;0,0118;0,0129;0,0423;0,0729;0,1915;0,1316;0,0999;0,0905;0,161;0,0717;0,0928;0,1775;0,7591;0,0633;1;14;5,8;0,667;0,0003;3,4;1871,77;897,5
07 ;H63A;646;0,0015;0;0,0015;0,6161;0,3808;0,6006;0,3994;0;0;0,0108;0,0031;0,0031;0,0015;0,0015;0,0015;0,0232;0,0387;0,0836;0,0898;0,0975;0,1471;0,2585;0,1409;0,0991;0,1242;0,7793;0,0965;3;24;11,5;1,506;0,0002;6;4229,96;2290,3
07 ;H63B;1053;0,2346;0,1387;0,1757;0,3685;0,0826;0,5442;0,4558;0;0;0;0,0038;0,0133;0,0218;0,0294;0,0076;0,0579;0,0598;0,1244;0,0855;0,0969;0,094;0,2042;0,0836;0,1178;0,1411;0,7905;0,0683;2;18;8,5;1,083;0,0004;4,4;3041,49;1549,69
07 ;H63C;1998;0,6712;0,1962;0,1326;0;0;0,4865;0,5135;0;0;0,0185;0,011;0,0095;0,0175;0,044;0,023;0,0871;0,0936;0,1592;0,1031;0,0896;0,0846;0,1401;0,0591;0,0601;0,3854;0,5412;0,0734;1;11;4,9;0,616;0,0008;2,7;1730,71;806,61
07 ;H64Z;4978;0,5904;0,1527;0,1113;0,1109;0,0348;0,4458;0,5542;0;0;0,004;0,0012;0,0014;0,004;0,0137;0,0074;0,0528;0,0727;0,1121;0,0729;0,0737;0,0818;0,1868;0,1063;0,2091;0,2313;0,7155;0,0532;1;12;5,2;0,604;0,0019;2,8;1696,8;788,29
07 ;H78Z;189;0,0159;0;0,0053;0,0159;0,963;0,7143;0,2857;0;0;0,0053;0;0,0053;0,0106;0;0;0,0212;0,0317;0,1376;0,1164;0,1481;0,1905;0,1958;0,0794;0,0582;0,2655;0,5575;0,177;6;38;20,3;4,565;0,0001;9,2;12818,73;5703,84
08 ;I01Z;483;0,0145;0,0518;0,0932;0,3023;0,5383;0,441;0,559;0;0;0;0;0;0;0;0;0,0021;0,0021;0,0373;0,0435;0,0497;0,1077;0,2857;0,2008;0,2712;0,0066;0,7957;0,1977;10;51;33;6,033;0,0002;10,5;16941,07;5632,49
08 ;I02A;126;0;0;0;0;1;0,619;0,381;0;0;0;0;0;0,0159;0,0159;0,0079;0,0714;0,0238;0,1349;0,0794;0,0714;0,0952;0,2222;0,1667;0,0952;0,0244;0,6146;0,361;14;63;45,4;10,603;0;15;29775,62;11468,26
08 ;I02B;471;0;0;0;0,0977;0,9023;0,6072;0,3928;0;0;0,0021;0,0021;0,0064;0,0042;0,0021;0,0064;0,0318;0,0573;0,121;0,0892;0,0849;0,1104;0,2442;0,121;0,1168;0,0239;0,703;0,2731;12;58;39,8;8,47;0,0002;13,1;23785,56;9216,92
08 ;I02C;377;0;0;0;0,2069;0,7931;0,5411;0,4589;0;0;0,0027;0;0;0,0027;0,0106;0,0133;0,0424;0,0318;0,0928;0,0796;0,0637;0,0663;0,2361;0,1194;0,2387;0,0427;0,732;0,2252;9;49;31;5,658;0,0001;10,7;15889,73;7336,41
08 ;I02D;607;0;0;0;0,0066;0,9934;0,5684;0,4316;0;0;0;0;0,0033;0;0,0082;0,0033;0,0214;0,028;0,0494;0,0692;0,0692;0,0972;0,2224;0,1664;0,2619;0,0474;0,7782;0,1744;8;44;26,5;4,343;0,0002;9,4;12197,03;4877,02
08 ;I03A;339;0,0206;0,0088;0,0472;0,0855;0,8378;0,413;0,587;0;0;0;0;0;0;0;0;0,0059;0,0029;0,0236;0,0354;0,0472;0,0649;0,2743;0,1799;0,3658;0,023;0,7793;0,1977;8;45;27,4;5,348;0,0001;10,4;15019,71;5606,05
08 ;I03B;1085;0,2406;0,1198;0,2608;0,3788;0;0,4876;0,5124;0;0;0;0;0;0;0,0018;0;0,0028;0,0101;0,0507;0,047;0,0756;0,1069;0,3134;0,1816;0,2101;0,0017;0,8997;0,0987;5;33;18,4;3,729;0,0004;7;10471,85;3366,68
08 ;I04Z;1052;0,3308;0,1483;0,2262;0,2471;0,0475;0,4724;0,5276;0;0;0;0;0;0;0,0019;0;0,0029;0,0057;0,0532;0,0608;0,0827;0,1131;0,3403;0,1854;0,154;0,005;0,8833;0,1117;5;32;17,9;3,544;0,0004;6,8;9953,05;3399,35
08 ;I05A;800;0;0;0;0;1;0,3875;0,6125;0;0;0;0;0;0;0;0;0,0013;0,0038;0,0175;0,015;0,02;0,0338;0,15;0,165;0,5938;0,0749;0,8205;0,1046;4;30;16,4;3,135;0,0003;6,3;8804,84;2746,71
08 ;I05B;3172;0,6702;0,1305;0,0943;0,0851;0,0199;0,2724;0,7276;0;0;0;0;0;0;0;0;0,0013;0,005;0,0265;0,0385;0,0517;0,0817;0,3515;0,215;0,2289;0,0035;0,9308;0,0657;3;20;10,9;2,803;0,0012;3,8;7870,66;1979,39
08 ;I06A;225;0,0356;0,0667;0,1067;0,1822;0,6089;0,4578;0,5422;0;0;0;0,0089;0,0267;0,0489;0,1956;0,0489;0,08;0,0622;0,0489;0,04;0,0622;0,0667;0,1778;0,1067;0,0267;0,0144;0,8094;0,1763;7;41;23,3;8,775;0,0001;9,6;24643,29;8751,15
08 ;I06B;276;0,192;0,2572;0,1522;0,2391;0,1594;0,3732;0,6268;0;0;0,0072;0,0072;0,0109;0,0145;0,558;0,2717;0,058;0,0036;0,0036;0;0,0036;0,0036;0,0217;0,0217;0,0145;0,0032;0,8875;0,1093;4;26;14;6,52;0,0001;5,5;18309,67;5721,61
08 ;I06C;760;0,1;0,1697;0,1658;0,2697;0,2947;0,4039;0,5961;0;0;0;0;0;0;0,0092;0,0013;0,0816;0,0263;0,0684;0,0592;0,0711;0,0908;0,35;0,1658;0,0763;0,0254;0,8766;0,098;5;36;18,9;6,6;0,0003;7,9;18535,31;7021,18
08 ;I06D;19;0,7368;0,0526;0,1579;0,0526;0;0,5263;0,4737;0;0;0;0;0;0;0;0;0,0526;0,1053;0,3684;0;0,1053;0,1579;0,1053;0,0526;0,0526;0;0,9048;0,0952;1;12;6,1;1,566;0;2,6;4398,19;2269,48
08 ;I07Z;377;0,1512;0,0902;0,0875;0,2069;0,4642;0,7056;0,2944;0;0;0;0;0;0,0027;0,0133;0,0027;0,0371;0,0345;0,069;0,069;0,0716;0,0769;0,2785;0,1326;0,2122;0,0397;0,8322;0,128;5;35;18,1;2,57;0,0001;8,2;7216,26;3199,07
08 ;I08A;104;0;0;0;0,25;0,75;0,6827;0,3173;0;0;0;0;0,0481;0,1154;0,1827;0,0288;0,0865;0,125;0,0385;0,0481;0,0577;0,0288;0,0962;0,0481;0,0962;0,0857;0,7429;0,1714;7;41;23;5,191;0;9,8;14577,06;6532,86
08 ;I08B;1053;0,0247;0,0152;0,0142;0,0836;0,8623;0,3808;0,6192;0;0;0;0,0028;0,0114;0,0228;0,0275;0,0076;0,0237;0,0237;0,0418;0,0313;0,0408;0,0551;0,1339;0,1168;0,4606;0,0394;0,8138;0,1468;6;37;20;4,036;0,0004;7,9;11335,26;4100,68
08 ;I08C;314;0,414;0,1369;0,1624;0,2866;0;0,5064;0,4936;0;0;0;0;0,0032;0,0064;0,0032;0,0032;0,0732;0,0318;0,0637;0,0828;0,0573;0,0796;0,1624;0,1338;0,2994;0,0059;0,9208;0,0733;4;26;15,4;3,301;0,0001;4,8;9271,28;2790,55
08 ;I08D;3232;0,3348;0,1114;0,1337;0,1578;0,2624;0,3697;0,6303;0;0;0,0009;0,008;0,0133;0,0142;0,0347;0,0046;0,0322;0,0263;0,0557;0,0495;0,0625;0,0511;0,1538;0,1018;0,3914;0,0463;0,8496;0,1041;3;26;13,4;2,358;0,0012;5,8;6623,15;1905,73
08 ;I08E;380;0,8368;0,0763;0,0368;0,05;0;0,2842;0,7158;0;0;0,0026;0;0,0158;0,0316;0,0658;0,1105;0,4105;0,1816;0,1237;0,0237;0,0026;0,0079;0,0132;0,0105;0;0,0025;0,9429;0,0546;2;15;8,8;1,887;0,0001;2,8;5299,01;1646,53
08 ;I08F;8691;0,5089;0,135;0,15;0,2061;0;0,3162;0,6837;0,0001;0;0,0001;0,0016;0,0026;0,0074;0,0138;0,0069;0,027;0,0257;0,0486;0,0397;0,0505;0,0536;0,135;0,1217;0,4658;0,0591;0,8767;0,0642;3;20;10,8;1,774;0,0033;3,9;4983,1;1221,98
08 ;I08G;288;0,8472;0,1111;0,0104;0,0278;0,0035;0,5451;0,4549;0;0;0;0;0;0;0,0486;0,0521;0,3194;0,1736;0,1528;0,059;0,0382;0,0347;0,0694;0,0313;0,0208;0,0189;0,9057;0,0755;1;13;5,5;1,313;0,0001;3,1;3688,07;1056,42
08 ;I08H;1284;0,8769;0,0506;0,0195;0,0483;0,0047;0,5779;0,4221;0;0;0,0008;0,0249;0,0343;0,046;0,3294;0,0265;0,1059;0,074;0,1153;0,0553;0,0452;0,0444;0,0514;0,0265;0,0202;0,0859;0,8231;0,091;1;9;4,2;0,96;0,0005;2,1;2695,18;767,39
08 ;I09A;1331;0,1923;0,1112;0,133;0,1773;0,3862;0,4756;0,5244;0;0;0;0,0015;0,0075;0,0113;0,0053;0,0045;0,0346;0,0488;0,0939;0,0624;0,0954;0,0887;0,3028;0,1352;0,1082;0,019;0,8734;0,1076;6;35;19,5;5,809;0,0005;7,2;16313,99;5600,39
08 ;I09B;523;0;0;0;0;1;0,522;0,478;0;0;0;0;0,0019;0;0,0019;0,0076;0,0115;0,0249;0,0727;0,0612;0,0593;0,0918;0,2887;0,1874;0,1912;0,026;0,849;0,125;6;38;20,7;5,176;0,0002;8,3;14536,26;4906,28
08 ;I09C;2628;0,3371;0,1994;0,191;0,2549;0,0175;0,4456;0,5544;0;0;0;0,0008;0,0011;0,0023;0,0194;0,0076;0,0316;0,0282;0,0757;0,078;0,0921;0,1115;0,2945;0,1651;0,0921;0,0094;0,9116;0,0791;4;27;14,3;4,397;0,001;5,7;12347,18;3974,58
08 ;I09D;6144;0,6066;0,1714;0,1191;0,0978;0,005;0,4508;0,5492;0;0;0;0,0002;0,0002;0,0011;0,0049;0,0024;0,0308;0,0454;0,1279;0,1034;0,1079;0,1094;0,2692;0,1257;0,0716;0,0063;0,9041;0,0896;3;20;11,1;3,253;0,0023;4,1;9134,97;2656,53
08 ;I09E;1821;0,6546;0,1422;0,1406;0,0615;0,0011;0,4091;0,5909;0;0;0;0;0,0005;0,0005;0,0022;0,0016;0,0126;0,0242;0,1208;0,0945;0,1016;0,0862;0,2499;0,1576;0,1477;0,0125;0,9123;0,0752;2;19;9,3;2,569;0,0007;4,1;7215,49;2448,72
08 ;I09F;3427;0,691;0,1191;0,1059;0,068;0,016;0,3364;0,6636;0;0;0;0;0;0;0;0;0,0061;0,0187;0,0744;0,0613;0,0756;0,0811;0,2518;0,1815;0,2495;0,0392;0,8789;0,0818;2;17;8,5;2,096;0,0013;4;5884,96;1832,67
08 ;I10A;743;0;0;0;0;1;0,5437;0,4563;0;0;0;0,0013;0,0013;0;0,004;0,0027;0,0094;0,0188;0,0552;0,0498;0,07;0,0754;0,2719;0,1642;0,2759;0,0449;0,856;0,0991;5;34;17,3;3,618;0,0003;7,7;10159,83;4462,23
08 ;I10B;2244;0,6444;0,0994;0,0691;0,1823;0,0049;0,5406;0,4594;0;0;0,0004;0,0009;0,0004;0,0031;0,0045;0,0027;0,0196;0,0437;0,1087;0,0811;0,09;0,0985;0,2509;0,1457;0,1497;0,0215;0,8926;0,0859;2;20;9,5;2,018;0,0009;4,6;5667,49;1874,58
08 ;I10C;1633;0,8941;0,0563;0,0312;0,0184;0;0,4948;0,5052;0;0;0;0;0;0;0,0006;0;0,008;0,101;0,3062;0,196;0,1427;0,0821;0,12;0,0325;0,011;0,0011;0,9012;0,0977;1;12;6,4;1,534;0,0006;2,4;4308,58;1010,99
08 ;I10D;3003;0,8005;0,1082;0,0693;0,022;0;0,5328;0,4672;0;0;0;0;0;0;0,001;0,0003;0,017;0,0433;0,1016;0,0866;0,0976;0,1039;0,2984;0,1575;0,0929;0,0139;0,9067;0,0794;2;16;8;1,507;0,0011;3,3;4231,46;1153,55
08 ;I10E;11227;0,8934;0,0494;0,0337;0,0223;0,0012;0,5409;0,459;0,0001;0;0;0,0006;0,0012;0,0023;0,0054;0,0012;0,0445;0,129;0,2096;0,1115;0,1011;0,0863;0,1818;0,0804;0,0449;0,0113;0,8826;0,1061;1;14;7,1;1,247;0,0043;3,2;3501,54;941,94
08 ;I10F;393;0,855;0,0458;0,056;0,0407;0,0025;0,4478;0,5522;0;0;0;0;0;0,0025;0,0025;0;0,0178;0,028;0,1196;0,1374;0,1221;0,1145;0,257;0,112;0,0865;0,2069;0,6776;0,1155;1;10;3,5;0,906;0,0001;2,8;2545,7;666,83
08 ;I10G;504;0,9107;0,0397;0,0377;0,0119;0;0,4325;0,5675;0;0;0;0;0;0,004;0,0079;0,004;0,0258;0,0536;0,1468;0,1032;0,1468;0,119;0,2103;0,129;0,0496;0,2218;0,7029;0,0753;1;7;2,9;0,584;0,0002;1,3;1640,5;552,76
08 ;I11Z;78;0,7436;0,1026;0,0641;0,0897;0;0,6026;0,3974;0;0;0;0,0128;0,0256;0,0128;0,1538;0,1154;0,2051;0,0897;0,2051;0,0513;0,0385;0,0256;0,0513;0,0128;0;0,0444;0,8667;0,0889;2;18;9,1;2,53;0;4,1;7103,66;2826,07
08 ;I12A;676;0;0;0;0;1;0,4896;0,5104;0;0;0;0;0;0;0,003;0;0,0163;0,034;0,0533;0,0459;0,0666;0,0725;0,2515;0,1775;0,2796;0,0619;0,8204;0,1177;6;40;21,6;3,484;0,0003;8,6;9785,02;4462,71
08 ;I12B;718;0,1072;0,1114;0,0501;0,7312;0;0,5557;0,4443;0;0;0,0028;0,0042;0,0084;0,0181;0,0515;0,0042;0,0501;0,0515;0,0864;0,0836;0,0836;0,0919;0,227;0,1031;0,1337;0,0884;0,8349;0,0767;4;31;15,5;2,302;0,0003;7;6464,74;2801,55
08 ;I12C;1683;0,5401;0,3417;0,1182;0;0;0,5645;0,4355;0;0;0,0006;0,003;0,003;0,0053;0,0137;0,0131;0,0826;0,0665;0,1586;0,1081;0,1111;0,0957;0,1848;0,0862;0,0677;0,1408;0,7872;0,072;2;20;9,2;1,391;0,0006;4,8;3905,21;1728,61
08 ;I13A;1470;0,634;0,117;0,0986;0,0932;0,0571;0,4898;0,5102;0;0;0;0,002;0,0034;0,0054;0,0245;0,017;0,0939;0,0823;0,166;0,1279;0,0959;0,0925;0,1673;0,0599;0,0619;0,0174;0,9153;0,0672;4;30;16,4;3,132;0,0006;6,1;8795,47;3001,81
08 ;I13B;993;0,6123;0,1188;0,1037;0,1067;0,0584;0,4099;0,5901;0;0;0;0;0,001;0;0,0131;0,0111;0,0645;0,0796;0,1289;0,1168;0,1037;0,0997;0,1631;0,0856;0,1329;0,0183;0,9068;0,0749;3;23;11,9;2,472;0,0004;5;6941,68;2098,48
08 ;I13C;5587;0,6367;0,1231;0,0977;0,0963;0,0462;0,3741;0,6259;0;0;0;0,0009;0,0038;0,0097;0,0215;0,0091;0,0652;0,0607;0,1253;0,0859;0,0986;0,0988;0,1969;0,0918;0,1319;0,0186;0,9036;0,0778;2;19;9,4;2;0,0021;4,3;5616,24;1929,41
08 ;I13D;4692;0,6863;0,1125;0,0887;0,0782;0,0343;0,3691;0,6309;0;0;0;0;0,0036;0,007;0,0328;0,0111;0,0548;0,0595;0,1204;0,0829;0,0891;0,0889;0,1965;0,1038;0,1496;0,0302;0,9018;0,068;2;16;8;1,646;0,0018;3,5;4623,65;1413,1
08 ;I13E;4680;0,7615;0,094;0,0677;0,0558;0,0209;0,4224;0,5776;0;0;0;0,0002;0,003;0,0045;0,0218;0,0115;0,0838;0,0771;0,1459;0,1032;0,1;0,0915;0,1682;0,081;0,1083;0,0709;0,8597;0,0694;2;17;8;1,428;0,0018;3,8;4010,37;1436,03
08 ;I13F;7886;0,9027;0,0413;0,0298;0,0223;0,0038;0,5009;0,4991;0;0;0;0,0057;0,0364;0,0526;0,0968;0,021;0,1248;0,1009;0,1612;0,0894;0,078;0,0637;0,1094;0,0321;0,028;0,084;0,8347;0,0813;1;12;5,2;0,985;0,003;3;2767,08;859,1
08 ;I14Z;168;0,3512;0,1012;0,0774;0,1845;0,2857;0,625;0,375;0;0;0;0;0,006;0;0,006;0,006;0,0595;0,0238;0,1548;0,0952;0,1131;0,0774;0,2262;0,0893;0,1429;0,1659;0,7534;0,0807;3;27;12,2;1,589;0,0001;6,8;4461,55;1893,26
08 ;I15A;445;0,2652;0,391;0,0899;0,1438;0,1101;0,6157;0,3843;0;0;0,5258;0,0989;0,0562;0,027;0,0404;0,0022;0,027;0,0247;0,0584;0,027;0,0247;0,0157;0,0315;0,0292;0,0112;0,0081;0,9045;0,0874;2;16;7,8;2,948;0,0002;3,4;8279,97;3354,93
08 ;I15B;219;0,4292;0,1826;0,1005;0,1416;0,1461;0,5662;0,4338;0;0;0,0411;0,0457;0;0;0,0046;0,0274;0,1187;0,1324;0,1598;0,105;0,0913;0,1096;0,0868;0,0411;0,0365;0,0581;0,8488;0,093;2;18;8,3;2,205;0,0001;4,4;6193,55;3065,33
08 ;I16Z;8731;0,9206;0,045;0,0207;0,0124;0,0013;0,553;0,447;0;0;0;0;0;0,0002;0,0061;0,0044;0,0552;0,0693;0,2331;0,1772;0,1567;0,1151;0,1318;0,0376;0,0134;0,1096;0,838;0,0524;1;7;3,4;0,838;0,0033;1,4;2354,4;599,8
08 ;I17Z;591;0,5228;0,1709;0,1303;0,1218;0,0541;0,4805;0,5195;0;0;0;0;0,0068;0,0135;0,0288;0,0135;0,0897;0,0541;0,0981;0,0626;0,066;0,1083;0,247;0,132;0,0795;0,0387;0,8808;0,0805;1;13;6,2;1,389;0,0002;3;3901,95;1892,93
08 ;I18A;2369;0,824;0,0832;0,0439;0,0384;0,0106;0,642;0,358;0;0;0;0,0008;0,0046;0,011;0,1549;0,0435;0,176;0,1068;0,1511;0,068;0,0625;0,0485;0,0899;0,0388;0,0435;0,2601;0,6765;0,0634;1;9;3,9;0,914;0,0009;2;2566,06;939,26
08 ;I18B;5434;0,885;0,0576;0,0368;0,0197;0,0009;0,463;0,537;0;0;0;0;0;0;0;0,0171;0,0933;0,0758;0,1735;0,1222;0,1187;0,1032;0,1965;0,0659;0,0337;0,3767;0,5488;0,0744;1;6;2,9;0,636;0,0021;1,3;1784,98;488,34
08 ;I20A;569;0,5975;0,1318;0,0914;0,1459;0,0334;0,5431;0,4569;0;0;0,0088;0,0193;0,0053;0,0053;0,0334;0,0141;0,0685;0,0685;0,1283;0,1142;0,0931;0,123;0,2302;0,0598;0,0281;0,0461;0,874;0,0799;4;27;13,6;2,518;0,0002;6,1;7070,53;2500,98
08 ;I20B;1903;0,7893;0,0699;0,0468;0,0846;0,0095;0,526;0,474;0;0;0,0089;0,0342;0,0168;0,0189;0,0589;0,0147;0,0967;0,0925;0,1771;0,1156;0,1046;0,0909;0,1282;0,0321;0,01;0,0243;0,9066;0,0691;2;20;9,7;1,834;0,0007;4,8;5151,44;1759,71
08 ;I20C;2955;0,8288;0,0694;0,0457;0,0393;0,0169;0,3668;0,6332;0;0;0,0024;0,0024;0,0041;0,0081;0,0376;0,0149;0,0992;0,0738;0,1601;0,1161;0,1171;0,1073;0,1794;0,0518;0,0261;0,0422;0,8779;0,0799;1;14;6;1,196;0,0011;3,5;3358,41;1220,85
08 ;I20D;1578;0,8777;0,0564;0,0361;0,0228;0,007;0,1356;0,8644;0;0;0;0,0006;0;0,0006;0,0057;0,0051;0,0368;0,0196;0,0944;0,1001;0,1274;0,1578;0,3175;0,1014;0,033;0,0515;0,883;0,0655;1;10;4,5;1,003;0,0006;2,2;2817,14;876,27
08 ;I20E;495;0,9354;0,0162;0,0101;0,0364;0,002;0,4889;0,5111;0;0;0,0242;0,0323;0,0525;0,1414;0,7495;0;0;0;0;0;0;0;0;0;0;0,1938;0,7734;0,0328;1;7;3,4;0,922;0,0002;1,3;2588,46;798,97
08 ;I20F;1261;0,9001;0,0468;0,0333;0,019;0,0008;0,3109;0,6891;0;0;0;0;0;0;0;0,0095;0,1102;0,0563;0,1515;0,1126;0,1483;0,1491;0,1919;0,0515;0,019;0,1067;0,8253;0,0681;1;8;3,9;0,929;0,0005;1,7;2608,13;669,26
08 ;I20G;4723;0,9214;0,0332;0,0286;0,0136;0,0032;0,3017;0,6981;0,0002;0;0;0;0;0;0;0,0239;0,1156;0,091;0,1823;0,1302;0,1086;0,1016;0,1692;0,05;0,0275;0,1813;0,7407;0,0779;1;7;3,4;0,739;0,0018;1,5;2075,01;554,08
08 ;I21Z;14178;0,8507;0,0552;0,0477;0,0386;0,0079;0,3134;0,6866;0;0;0;0,001;0,0047;0,013;0,042;0,0155;0,0848;0,0614;0,1012;0,0776;0,0935;0,0966;0,1921;0,0968;0,1198;0,1065;0,8123;0,0812;1;8;3,8;0,926;0,0054;1,8;2601,27;609,35
08 ;I22A;448;0,3326;0,1071;0,1138;0,4464;0;0,6406;0,3594;0;0;0;0,0022;0,0022;0,0089;0,0223;0,0201;0,1116;0,0737;0,1607;0,1049;0,0781;0,0848;0,1496;0,0647;0,1161;0,0478;0,8235;0,1287;6;40;22,2;4,088;0,0002;8,7;11479,29;4886,86
